term,tagging_id,frequency_in_corpus,family,genus,species
varied,3868,270,tribe,faction,culture/tour-guide
village,821,2909,tribe,faction,urbanity
volunteer,4306,268,tribe,action/social-verbs,verb/social-status
warning,4245,144,tribe,hook/virtues-and-sins,social-impositions
wedding,4939,136,tribe,faction,event/community/ceremony
wife,5108,705,tribe,faction,family-life
young,5107,3195,tribe,faction,family-life
youth,4439,390,tribe,faction,familly-life
camouflage,3597,440,trickery,,camouflage
chameleon,279,135,trickery,,camouflage
cloaked,1933,131,trickery,adventuring/danger-in-the-deep,camouflage
clone,3585,227,trickery,,clone
critter,3598,424,trickery,,camouflage
homunculus,3584,178,trickery,,clone
manipulator,278,187,trickery,,camouflage
mimic,3596,507,trickery,,camouflage
mimicry,280,136,trickery,,camouflage
simulacrum,3586,176,trickery,,clone
accent,3910,179,words,words,language
address,5919,543,words,narrative,verb/communication
admit,4229,264,words,,verb/communication
advance,6166,1857,words,narrative,gameplay/narrative-progression
advancement,6167,930,words,narrative,gameplay/narrative-progression
agrees,4226,272,words,,verb/communication
aloud,5573,163,words,words,language
alphabet,2810,111,words,words,language/literacy
ambassador,4446,223,words,,diplomacy
analysis,2808,223,words,words,language/literacy
analyze,5572,333,words,narrative,language
angle,3507,345,words,the-human-body/senses,measurement
answer,6157,2893,words,,gameplay/narrative-progression
apocalyptic,4659,107,words,narrative,texts
appreciate,4230,256,words,,verb/communication
approximately,3506,225,words,the-human-body/senses,measurement
archive,2807,283,words,words,language/literacy
argue,4225,352,words,,verb/communication
article,4656,180,words,words,texts
asserts,5932,206,words,,verb/communication
assess,5943,301,words,narrative,verb/communication
assigns,5937,100,words,,verb/communication
assure,4234,187,words,,verb/communication
beg,4228,222,words,,verb/communication
beginner,4655,123,words,narrative,texts
blackmail,4406,228,words,action/social-verbs,diplomacy/backroom-dealing
book,5553,5130,words,words,texts
boundless,4647,134,words,narrative,texts
boxed,4658,102,words,narrative,texts
broker,4405,199,words,action/social-verbs,diplomacy/backroom-dealing
care,5655,2085,words,,verb/communication
chapter,4627,13593,words,narrative,texts
choice,6158,4794,words,,gameplay/narrative-progression
chronicle,4623,392,words,narrative,texts
codex,4657,160,words,narrative,texts
communicate,5551,963,words,,language
comprehend,5565,237,words,words,language
conclusion,6151,433,words,narrative,gameplay/narrative-progression
considers,5933,246,words,,verb/communication
conversation,6164,909,words,words,communication
convey,5927,224,words,,verb/communication
decision,6169,1314,words,narrative,gameplay/narrative-progression
defines,5930,241,words,,verb/communication
describe,5890,1789,words,narrative,verb/description
described,5874,2386,words,narrative,verb/description
describes,5889,769,words,narrative,verb/description
designate,5891,564,words,,verb/description
detailed,5876,1117,words,narrative,verb/description
development,6174,1165,words,narrative,gameplay/narrative-progression
dialect,3909,126,words,words,language
dictate,5929,356,words,,verb/communication
difference,6170,1062,words,narrative,gameplay/narrative-progression
diplomatic,4408,221,words,action/social-verbs,diplomacy/backroom-dealing
discovery,6175,1072,words,words,gameplay/narrative-progression
discus,5920,463,words,narrative,verb/communication
discuss,5877,516,words,narrative,verb/description
discusses,5940,119,words,narrative,verb/communication
dramatic,6153,1021,words,narrative,gameplay/narrative-progression
emissary,4447,180,words,,diplomacy
emphasize,5928,310,words,narrative,verb/communication
encourage,6185,763,words,,gameplay/narrative-progression
english,3911,296,words,words,language
envoy,4445,205,words,,diplomacy
episode,6184,492,words,narrative,gameplay/narrative-progression
excite,6188,697,words,narrative,gameplay/narrative-progression
exercise,6182,486,words,narrative,gameplay/narrative-progression
explain,5888,1065,words,,verb/description
explains,5924,350,words,,verb/communication
express,5916,595,words,,verb/communication
follow,5875,13467,words,narrative,verb/description
fun,6187,1546,words,narrative,gameplay/narrative-progression
gallon,3502,306,words,the-human-body/senses,measurement
gamemaster,6178,944,words,narrative,gameplay/narrative-progression
gazetteer,4651,143,words,narrative,texts
greet,4237,169,words,,verb/communication
grimoire,5557,331,words,words,texts
guarantee,4235,183,words,,verb/communication
guess,4227,401,words,,verb/communication
handy,4643,289,words,narrative,texts
hear,5658,2094,words,,verb/communication
heard,5659,1454,words,,verb/communication
help,6179,9389,words,,gameplay/narrative-progression
horizontal,3508,164,words,the-human-body/senses,measurement
identifies,6009,120,words,,verb/communication
illicit,4409,156,words,action/social-verbs,diplomacy/backroom-dealing
